,MI,chi2,chi2_pval,corrected_pval,f_statistic,f_pval,f_corrected_pval
Cluster 10048,0.0033794174681016746,2.14735400118472,0.14281583285083121,0.5841059252566498,331.18347270044274,4.133934320852898e-64,
Cluster 10052,0.0002626425916883307,0.05792414523983966,0.8098075164045166,1.0,530.5777260814515,1.8728410338874402e-94,
Cluster 10055,2.2416760276759012e-05,0.0,1.0,1.0,605.1673323060469,8.648330271592572e-105,
Cluster 10056,0.0006966478097232137,0.36262883655335254,0.5470498595513404,1.0,275.1235907072087,9.574291669593067e-55,
Cluster 10059,0.0033665931159923765,0.8226619359857614,0.3644030261716702,0.9335107381908628,367.122887221918,6.623783378414017e-70,
Cluster 10063,0.0,0.0,1.0,1.0,652.4722222222224,4.2637969836042124e-111,
Cluster 10064,0.00012518969333383777,0.0,1.0,1.0,623.533921042545,2.9253665029423125e-107,
Cluster 10067,0.001138127040566395,0.0,1.0,1.0,642.6338233862332,8.442004282576057e-110,
Cluster 10068,0.0005845001443931484,0.05499955012432925,0.8145814411681724,1.0,354.6636242631679,6.493758552520159e-68,
Cluster 10071,0.0,0.0,1.0,1.0,652.4722222222224,4.2637969836042124e-111,
Cluster 10072,0.0017964186453553813,1.1283383489635124,0.28813004973736944,0.8659388174255815,304.27426385552883,1.1492390877859387e-59,
Cluster 10073,0.0019645075839528087,0.8272379244841999,0.3630724297975484,0.9335107381908628,342.69263177605086,5.538721191106083e-66,
Cluster 10074,0.026545495544626707,25.438660919001414,4.5667390271527834e-07,1.417717091077447e-05,0.03660329282634266,0.8483139874797041,
Cluster 10076,0.0,0.0,1.0,1.0,380.0989399293285,5.842041947503637e-72,
Cluster 10077,0.015232626526438836,14.34738292057777,0.00015199082124767502,0.0021473254124624746,99.11101921364039,2.529842481585823e-22,
Cluster 10080,0.0022793363922443584,0.27352669132844437,0.6009757891922112,1.0,367.122887221918,6.623783378414017e-70,
Cluster 10081,3.6606028143098754e-05,0.0,1.0,1.0,367.122887221918,6.623783378414017e-70,
Cluster 10085,0.003423645248091422,0.871192402171611,0.35062541273546155,0.9335107381908628,360.8304906094291,6.676118696202432e-69,
Cluster 10086,0.0027295459568497937,1.8489424675948436,0.1739064417478099,0.648275267117633,309.45421967389353,1.5766856952814603e-60,
Cluster 10087,8.151870984016152e-05,0.021518194435376663,0.8833760708149381,1.0,138.55727809027294,4.850834189236276e-30,
Cluster 10089,0.011044916694272738,9.273190742181981,0.0023253226604724926,0.022717632099595392,172.6724857961443,1.7281750926576168e-36,
Cluster 10094,0.0,0.0,1.0,1.0,380.0989399293285,5.842041947503637e-72,
Cluster 10098,0.037366135212695134,36.02112093158193,1.9519028906144526e-09,1.0496343891836978e-07,2.8091924097531633,0.09403938753644793,
Cluster 10099,0.0008109095758616954,0.8174984329942284,0.6644808522643086,1.0,234.47379659408452,1.0913689030279407e-47,
Cluster 10100,0.003423645248091422,0.871192402171611,0.35062541273546155,0.9335107381908628,360.8304906094291,6.676118696202432e-69,
Cluster 10101,0.0,0.0,1.0,1.0,380.0989399293285,5.842041947503637e-72,
Cluster 10115,0.008760060350458874,7.019116421086151,0.008064401610753669,0.06580872477430846,523.0208808562903,2.227435117090349e-93,
Cluster 10119,0.0023028983950142065,1.2752562260683815,0.2587829265711722,0.811652997512608,336.88189927522757,4.863847379537064e-65,
Cluster 10124,0.0035870018819448464,3.2315782192179836,0.198733785809362,0.7197045677574266,299.8375606335106,6.339712277349613e-59,
Cluster 10127,0.001138127040566395,0.0,1.0,1.0,642.6338233862332,8.442004282576057e-110,
Cluster 10128,0.020631745667572476,19.779407632763206,8.691404018710506e-06,0.0001918716384247495,19.116374980172356,1.3590587245338136e-05,
Cluster 10133,0.016737209540941017,14.755045584140682,0.00012241949220045877,0.0017939968286363815,232.9457984429759,2.0316579061668653e-47,
Cluster 10134,0.0029068090153804294,2.431501332493024,0.11891895589869743,0.5232156859179287,110.42007676793966,1.4463176788806147e-24,
Cluster 10136,0.0009685392362806661,0.6321662783420376,0.42656182049388847,1.0,214.40318178273418,4.0788199450493924e-44,
Cluster 10138,0.019645923581242855,16.876176247860855,3.989924089977973e-05,0.0007098003505969296,129.32506069598057,2.923620494904731e-28,
Cluster 10140,0.04842417353799103,46.49698148635469,9.175969464034243e-12,9.163831938288165e-10,14.125040740499319,0.00018099313502668664,
Cluster 10143,0.005057870462468982,1.9716771465050247,0.16026995480874384,0.6134851748154614,360.8304906094291,6.676118696202432e-69,
Cluster 10144,0.001138127040566395,0.0,1.0,1.0,373.5444455262389,6.337281407461953e-71,
Cluster 10146,0.0028448725429911816,2.406577566244401,0.30020527655987644,0.8968620758258417,315.3445147427478,1.6633572682756763e-61,
Cluster 10149,0.0011505576006334214,0.5703225333398103,0.4501307786936759,1.0,562.2018540398075,6.758325969460231e-99,
Cluster 10154,0.0023028983950142065,1.2752562260683815,0.2587829265711722,0.811652997512608,336.88189927522757,4.863847379537064e-65,
Cluster 10164,0.0013480524802124624,0.5600822120758102,0.45422711997238285,1.0,596.2463252504451,1.403825612813535e-103,
Cluster 10171,0.0001107174033738445,0.0,1.0,1.0,342.69263177605103,5.538721191105768e-66,
Cluster 10174,0.03631692554493736,31.341150290773854,2.1644303990431042e-08,9.370097197692338e-07,88.72877343798666,3.053427267793664e-20,
Cluster 10175,0.0029400000148902955,2.318483059840864,0.12784464638945633,0.547307209595115,240.80921052631584,8.368259277728887e-49,
Cluster 10184,0.000630157740364852,0.2839199242262003,0.5941433944023631,1.0,523.0208808562903,2.227435117090349e-93,
Cluster 10185,0.00229843335040604,1.7605733010401332,0.1845530232503254,0.6782395470891535,236.84417891167448,4.168553931825101e-48,
Cluster 10186,0.0013480524802124624,0.5600822120758102,0.45422711997238285,1.0,596.2463252504451,1.403825612813535e-103,
Cluster 10187,0.001680648115027033,0.01839588264062664,0.8921126637969644,1.0,642.6338233862332,8.442004282576057e-110,
Cluster 10188,0.00012518969333383777,0.0,1.0,1.0,623.5339210425449,2.9253665029423125e-107,
Cluster 10189,0.0009649778504493001,0.6772146003954083,0.4105475196554772,1.0,166.97590709081737,1.9977209426563261e-35,
Cluster 10196,0.010848137305494443,10.073559946112216,0.0015041213385352888,0.015505346949674264,116.45020733232407,9.430766903829385e-26,
Cluster 10202,0.00038605273474170976,0.21462045900539695,0.6431697898678975,1.0,181.55508453689552,3.8978881110974387e-38,
Cluster 10210,2.8483752731456313e-08,0.0,1.0,1.0,229.11258278145692,9.691603097333701e-47,
Cluster 10212,0.0,0.0,1.0,1.0,380.0989399293285,5.842041947503637e-72,
Cluster 10219,5.005396774442061e-06,0.0,1.0,1.0,570.4758765906804,4.813161896386959e-100,
Cluster 10226,0.0006699253426211086,0.0554101787602746,0.8139032005116099,1.0,360.8304906094291,6.676118696202432e-69,
Cluster 10227,0.001701360856313585,1.3334280595830599,0.5133928025693328,1.0,215.1827260528489,2.9556079096843053e-44,
Cluster 10236,0.005524782365078151,3.60056845336896,0.05775981759284796,0.31131255198886504,336.8818992752275,4.863847379537064e-65,
Cluster 10238,0.0016762042843100674,0.606353523042888,0.43616408592673894,1.0,354.6636242631679,6.493758552520159e-68,
Cluster 10241,0.0030714868703657708,2.3543827897615563,0.12493132330261944,0.5449685064333122,480.3517409999155,3.328349242164763e-87,
Cluster 10246,0.0,0.0,1.0,1.0,652.4722222222224,4.2637969836042124e-111,
Cluster 10247,0.0027231179900598645,2.3633491521889614,0.12421525515887634,0.5432258899730747,80.72707222936964,1.2722642687986556e-18,
Cluster 10248,0.0,0.0,1.0,1.0,652.4722222222224,4.2637969836042124e-111,
Cluster 10249,0.001680648115027033,0.01839588264062664,0.8921126637969644,1.0,642.6338233862332,8.442004282576057e-110,
Cluster 10250,7.351060302414683e-05,0.0,1.0,1.0,614.2615516257846,5.128635842901632e-106,
Cluster 10251,0.0007260216661748586,0.393547182458873,0.530440720480643,1.0,257.3672512348078,1.083756092901929e-51,
Cluster 10252,0.0022793363922443584,0.27352669132844437,0.6009757891922112,1.0,632.9895689127844,1.6036724544343904e-108,
Cluster 10253,0.001138127040566395,0.0,1.0,1.0,642.633823386233,8.442004282577017e-110,
Cluster 10256,7.351060302414683e-05,0.0,1.0,1.0,354.6636242631679,6.493758552520159e-68,
Cluster 10257,0.001138127040566395,0.0,1.0,1.0,373.5444455262389,6.337281407461953e-71,
Cluster 10258,0.0030111582017637445,2.332038406179034,0.1267358216425369,0.547307209595115,257.3672512348078,1.083756092901929e-51,
Cluster 10259,0.003984419642663703,3.3116633128135633,0.06878983303803893,0.36137158324324653,150.8937438630944,2.1424264579504115e-32,
Cluster 10261,0.001680648115027033,0.01839588264062664,0.8921126637969644,1.0,373.5444455262389,6.337281407461953e-71,
Cluster 10263,0.005885556399270062,5.903442506976079,0.052249693536318274,0.2900626369111787,10.181879637781408,0.0014626306692042516,
Cluster 10264,0.0022793363922443584,0.27352669132844437,0.6009757891922112,1.0,367.122887221918,6.623783378414017e-70,
Cluster 10265,0.00241183451031593,2.0237083452602174,0.15486054605235608,0.6134851748154614,131.58248679398616,1.06961841993085e-28,
Cluster 10269,0.0006552201874805083,0.16582445129323264,0.6838497293442274,1.0,336.88189927522757,4.863847379537064e-65,
Cluster 10274,3.6606028143098754e-05,0.0,1.0,1.0,367.122887221918,6.623783378414017e-70,
Cluster 10284,0.001680648115027033,0.01839588264062664,0.8921126637969644,1.0,373.5444455262389,6.337281407461953e-71,
Cluster 10289,5.347982798414863e-07,0.0,1.0,1.0,587.493774391377,2.1952116835567426e-102,
Cluster 10308,0.00025186416275354076,0.006491509043991428,0.9357840034049564,1.0,596.2463252504451,1.403825612813535e-103,
Cluster 10309,0.0001016415300943152,0.004951566696939642,0.9439012621769517,1.0,284.4883009722745,2.443097847071636e-56,
Cluster 10314,0.0007572498592042509,0.5788593932089684,0.4467597499664262,1.0,45.08410157796504,3.1660261696841e-11,
Cluster 10316,0.02919748275819614,27.170493002666227,1.862801184217808e-07,6.312454641312589e-06,12.070149099192378,0.0005344138829728853,
Cluster 10318,0.0008396121569632653,0.5674093845931003,0.45129019821655847,1.0,175.58743869409267,4.963113894137069e-37,
Cluster 10319,0.0009775297508363423,0.6990491199558444,0.40310338827781234,1.0,153.47368421052633,6.946824197439034e-33,
Cluster 10320,0.00522591563411488,4.122306606098558,0.1273070615738893,0.547307209595115,112.7471322967117,5.033416076333158e-25,
Cluster 10321,0.0011774411155931613,0.7570306762656853,0.38425936529427007,0.9751136757097806,261.6895367345229,1.938776053104918e-52,
Cluster 10322,0.005948877696372789,5.024325052222032,0.08109268444087187,0.39045969962749366,289.9676880062261,2.8922907630848214e-57,
Cluster 10328,0.0045604387463988524,4.103131566044503,0.12853349038723022,0.547307209595115,604.6987489470566,1.0007827413011712e-104,
Cluster 10330,3.6606028143098754e-05,0.0,1.0,1.0,367.1228872219182,6.623783378414017e-70,
Cluster 10331,0.004982177195435963,4.269300062541914,0.03880691246061574,0.23033977128745978,207.40397963905608,7.424804945347454e-43,
Cluster 10333,0.0024374907895803426,2.049285958698687,0.3589245860229762,0.9335107381908628,266.8001004100075,2.5537708344964685e-53,
Cluster 10334,0.0028624455184012403,1.4681272955746407,0.2256413968429526,0.7449183040559549,348.61879304380625,6.10030458654141e-67,
Cluster 10338,0.0,0.0,1.0,1.0,380.0989399293285,5.842041947503637e-72,
Cluster 10343,3.2113397423025325e-05,0.0,1.0,1.0,284.48830097227443,2.443097847071636e-56,
Cluster 10360,0.0008650208522110146,0.8364794045851042,0.6582044364016543,1.0,241.4988790104368,6.3324635820991725e-49,
Cluster 10364,3.454326289550891e-06,0.0,1.0,1.0,187.71255695824314,2.8629543169259933e-39,
Cluster 10367,0.004156921440773828,2.4880100335796564,0.11471668932089521,0.5082811058525579,342.69263177605103,5.538721191105768e-66,
Cluster 10368,0.0028624455184012403,1.4681272955746407,0.2256413968429526,0.7449183040559549,348.6187930438064,6.10030458654141e-67,
Cluster 10371,0.009906474570229053,7.232764593970104,0.007158488680422397,0.05999843421091153,320.11160592565653,2.714750655269689e-62,
Cluster 10372,0.00649783160754722,4.463961068978502,0.03461713529084771,0.209288414034193,523.0208808562904,2.227435117090159e-93,
Cluster 10373,0.005272763049259711,5.305444251148581,0.07045915311075002,0.3630569196201024,60.04231974921629,2.281518328164746e-14,
Cluster 10377,0.0,0.0,1.0,1.0,652.4722222222224,4.2637969836042124e-111,
Cluster 10378,0.0022793363922443584,0.27352669132844437,0.6009757891922112,1.0,367.122887221918,6.623783378414017e-70,
Cluster 10385,0.006875343001639812,3.0223214583964353,0.08212582821304105,0.39045969962749366,342.69263177605086,5.538721191106083e-66,
